review_text,ambiente,comida,geral,preco,servico,seguranca
"Só deveria ser mais em conta as comidas,o lazer a piscina tudo de bom.afinal família é tudo e quando se tem crianças aí sai bem caro mesmo,kkk tudo de bom o maia!!!",1,2,2,0,2,2
Só falta uma brinquedoteca para atender melhor famílias com crianças.,0,2,2,2,2,2
Só o pirarucu que eu pedi que estava mto seco.,2,0,2,2,2,2
"Só tendo a experiência de saborear as melhores carnes, em especial costela barbecue.",2,1,2,2,2,2
"Só tenho elogios a esse restaurante, resolvi comemorar meu aniversário com minha família e não me arrependi de nada, pois desde a reserva feita ao telefone com a atendente Eli, super atenciosa e em nossa chegada ao restaurante, todos solícitos e sorridentes.",2,2,2,2,1,2
sobre as bebidas bem geladas adorei sobre a comida escolhi um prato com camarões muito saboroso e bem servido.,2,1,2,2,2,2
"Sobre os valores é um preço justo, as porções são satisfatorias e vale super a pena.",2,1,1,1,2,2
Solicitei cebola extra e o estabelecimento atendeu meu pedido.,2,2,2,2,1,2
"Somos recebidos pelo próprio dono, que oferece e indica grandes pratos e petiscos.",2,2,2,2,1,2
"Sopa fria, os garçons meios perdidos.",2,0,2,2,0,2
"Sopeies da régio amazônica são uma maravilha e neste restaurante prepararam de forma especial, apesar de eu ter gostado muito também de outros restaurantes bem simplezinho perto do rio negro.",2,1,2,2,2,2
Sou de Manaus e difícilmente fui a restaurante de comida regional tão MARAVILHOSO!,2,1,2,2,2,2
Sou gaúcha e aprecio uma boa carne e lá realmente tem um bom churrasco.,2,1,2,2,2,2
"Sou paraense e gostei mto do lugar bem arejado, alguns garçom são mto eficiente já outros esquecem os pedidos, preço bom .",1,2,2,1,0,2
Suchy deliciosos.,2,1,2,2,2,2
"Suco muito bom, pão de queijo com doce de leite maravilhoso, único defeito é o banheiro que é distante (não é dentro do estabelecimento) e o salgado que estava encharcado de óleo.",0,0,1,2,2,2
"Suculenta e macia, feita no ponto certo.",2,1,2,2,2,2
Sugestão: melhorar a higienização dos banheiros e investir em treinamento para o atendimento ao cliente ou ainda contratar garçons que possam fazer bons atendimentos e não abandonem os clientes à mesa.,0,2,2,2,0,2
"Sugestão: molho a base de mel e lima o para o queijo assado, cebola caramelizada acompanhando a tabua da picanha, porções de pastéis, salgados, bolinhos fritos no cardápio de entrada também seria uma boa.",2,1,2,2,2,2
Sugiro melhor organização nos próximo feriados e datas especiais.Mais.,2,2,2,2,0,2
"Sugiro o prato Praia de Boa Viagem, ótimo custo benefício, cheinho de camarões, a caipriroska muito boa, chop em dobro ate às  20h.",2,1,2,1,2,2
Super aconchegante e opções fantásticas.,1,1,2,2,2,2
"Super aconchegante, café delicioso.",1,2,2,2,2,2
"Super confortável, comida bem caseira, cardápio variado, um bom atendimento e preço acessível.",1,1,2,1,1,2
"Super indico o local, tem música ambiente, muitas variedades no cardápio, lugar agradável, atendimento excelente e o valor é bem acessível.",1,1,1,1,1,2
Super indico para pessoas que estão vindo a Manaus pela primeira vez.,2,2,1,2,2,2
Super indico sem medo de ser feliz!!,2,2,1,2,2,2
Super indico!,2,2,1,2,2,2
SUPER INDICO!!,2,2,1,2,2,2
"super indico, crianças até 22:00 hrs, com se responsáveis ??",2,2,2,2,1,2
"Super indico, melhor picanha que já comi, lugar simples, com boa higiene, preço muito bom para a carne que servem.",1,1,1,1,2,2
Super legal agradável  bom abiente.,2,2,1,2,2,2
Super maravilhoso.,2,2,1,2,2,2
"Super recomendo esse restaurante, comida boa, preço razoável e bom atendimento.",2,1,2,2,1,2
"Super recomendo o vatapá é maravilhoso, atendimento super atencioso e a comida saí rapidinho, ótimo para quem está com pressa na hora do almoço!",2,1,2,2,1,2
Surpreendente restaurante na capital amazonense.,2,2,1,2,2,2
Sushi bom e preço justo.,2,1,2,1,2,2
"Sushi delicioso, Atendimento muito demorado.",2,1,2,2,0,2
Taco maravilhoso.,2,1,2,2,2,2
Talvez a melhor pizzaria de Manaus.,2,2,1,2,2,2
Talvez irei uma próxima vez para ver se a experiência é melhor.,2,2,1,2,2,2
"Tambaqui e pirarucu estavam no ponto certo e a farinha típica, com tempero especial!!!",2,1,2,2,2,2
"Também tive a oportunidade de degustar o Fillet Minhnon a Parmegiana, muito bom!",2,1,2,2,2,2
Também tivemos uma ótima recepção da recepcionista Kate!,2,2,2,2,1,2
Tapioca e sucos regionais muito bom.,2,1,2,2,2,2
Tapioca muito deliciosa.,2,1,2,2,2,2
"Tava brocado a comida é boa pra purra, comi demais, a comida é pesada e boa, ainda sobrou pro R.O e tem que dar aumento pro Anderson que atendeu a gente.",2,1,2,2,1,2
"Tbem amei as exposiçoes de coisas antigas, e o sino, achei super diferente e legal.",1,2,2,2,2,2
Td perfeito.,2,2,1,2,2,2
"Tem a pedida tradicional que é o sanduíche de pernil e dependendo do dia um bom pagode, como se encontra no Rio.",1,1,2,2,2,2
Tem ambiente climatizado e ambiente externo.,1,2,2,2,2,2
Tem ambiente descontraído com música e um empório com varias produtos.,1,1,2,2,2,2
Tem área externa.,1,2,2,2,2,2
"Tem até sanduiche de mortadela... A carne-de-sol é o ponto alto do restaurante, mas eles se aventuram na gastronomia, tem também bolinho de feijoada, pato no tucupi, filé, pirarucu.",2,1,2,2,2,2
"Tem cachaça de tudo quanto é qualidade, cervejas exóticas, tipo de açaí, umas comidas bem legais e muitas coisas importadas.",2,1,2,2,2,2
Tem grande variedade mas às vezes (nem sempre)  serve alimentos frios e isso é uma grande frustração.,2,0,2,2,2,2
Tem o preço um pouco mais caro do.,2,2,2,0,2,2
Tem ótimas opções para o café da manhã ou lanche.,2,1,2,2,2,2
Tem também um excelente área para as crianças se descontrairem enquanto você espera pelos deliciosos pratos ou lanches.,1,1,2,2,2,2
"Tem um amplo estacionamento além de espaço confortável e inovador em ambiente bem familiar com ótimo atendimento,cardápio variado e preço justo.",1,1,2,1,2,2
Tem um Camarão empanado com farinha de uarini sensacional.,2,1,2,2,2,2
"Tem um ótimo atendimento e uma comida excelente,  ambiente agradável um bom lugar para comemorar algo especial.",1,1,2,2,1,2
"Tem um senhor, sempre de preto, um japonês, que trabalha lá, um senhor muito educado.",2,2,2,2,1,2
Tem uma área infantil para as crianças se divertirem.,1,2,2,2,2,2
"Tem uma boa variedade de pizzas no rodízio, incluindo uns 10 sabores doces, como chocolate com MMs, ovomaltine, chocolate branco, sabores que não aparecem em grande parte dos rodízios de pizza de Manaus.",2,1,2,2,2,2
Tem uma carne de sol muito boa e uns bolinhos de macaxeira excelente.,2,1,2,2,2,2
"Tem uma vista para o butirizau que fica no meio do Shopping Manauara muito bonita inclusive com mesas externas, o ambiente é muito agradável, comi carne de sol, é muito boa.",1,1,2,2,2,2
Tem várias opções de pratos e sucos regionais.,2,1,2,2,2,2
"Temaki muito bom, lugar agradável, atendimento diferenciado, preços bons.",2,1,1,1,1,2
Temperatura ambiente agradável.,1,2,2,2,2,2
"Terrível, lasanha horrível, qualquer sabor, não recomendo, paguei caro e não saí satisfeito.",2,0,2,0,2,2
"Tinha ido a primeira vez há 3anos, o local estava em melhor condições e atendimento, hj ao voltar lá achamos meio bagunçado e o atendente faltando um pouco mais de educação, não que ele tenha sido mal educado, mas faltando melhor atendimento.",2,2,2,2,0,2
Tipo de estabelecimento onde a quantidade e o lucro é o objetivo principal.,2,2,2,0,2,2
Tive uma experiência não tão boa pedindo açaí via whatsapp na qual meu açaí veio com muito excesso de cobertura ( quase metade do copo) porém foram muito rápido e solícitos em resolver o problema.,2,0,2,2,1,2
Tive uma experiência nem um pouco agradável com o Restaurante.,2,2,0,2,2,2
"Tive uma pessima experiência, a pizza chegou fria, a massa parece uma panqueca grudenta, molho ruim borda ruim, nunca mais irei pedir.",2,0,0,2,2,2
"Tivemos no domingo em um almoço de família e como sempre a melhor carne de sol, preço em conta e o melhor atendimento do início ao fim.",2,1,2,1,1,2
"Tivemos um ótimo atendimento pelo garçom Bruno, nos deu opção de comida e o local e ambiente muito agradável, comida excelente.",1,1,2,2,1,2
Tivemos uma ótima experiência gastronômica no melhor restaurante de Manaus.,2,1,1,2,2,2
Tivemos uma ótima tarde/noite com happy hour e comida boa!,2,1,1,2,2,2
"Tiveram duas coisas negativas primeiro o espaço muito pequeno e apertado, na hora de ir embora foi difícil saí, estávamos sentado do outro lado do salão, e complicou.",0,2,2,2,2,2
"Toda visita que faço ao Banzeiro parece ser a primeira, sempre me surpreendo comi os sabores e execução perfeita dos pratos.",2,1,2,2,2,2
"Todas vezes tive problemas com nota fiscal, como o trabalho reembolsa preciso dela.",2,2,2,2,0,2
"Todos os pratos são excelentes, ambiente muito aconchegante.",1,1,2,2,2,2
"Todos são muito atenciosos, hoje em dia pra mim o Matsuri é um dos melhores japonês de Manaus.",2,2,1,2,1,2
Top maravilhoso.,2,2,1,2,2,2
Top mesmo !,2,2,1,2,2,2
Top o Lanche otimo atendimento ao cliente e entregas rapidas recomendo...,2,1,2,2,1,2
"Top,shop BB bom barato,ambiente padrão fifa,super recomendo mesmo.",1,2,2,2,2,2
"Topper Ambiente agradável, musica boa.",1,2,2,2,2,2
Topzao super legal só acho que deveria baixar o preço do frango assado e do peixe assado afinal nem estamos tão longe de Manaus ?????????,2,2,1,0,2,2
"Tortas incríveis super indico atendimento exemplar estrutura muito agradável, café delicioso e atendimento rápido.",1,1,2,2,1,2
"Tradição em um só lugar, música boa.",1,2,2,2,2,2
Tradicional em Manaus... Ótima comida e grande diversidade de bebidas.,2,1,1,2,2,2
"Tradicional restaurante de Manaus,  excelente variedade de comida,  pratos sofisticados, e uma culinária bem diversificada, em um ambiente que se adequou a modernidade.",1,1,1,2,2,2
"Tradicional, ambiente agradável, e ÚNICO a VENDER um FILÉ ALTO.",1,1,2,2,2,2
Trata-se de um restaurante tradicional de Manaus e bastante indicado pelas pessoas da cidade.,2,2,1,2,2,2
Trata-se de uma excelente opção para um encontro casual de amigos.,2,2,1,2,2,2
Tudo de bom lugar ótimo pizzaria gostosa.,2,1,1,2,2,2
tudo de bom parente.,2,2,1,2,2,2
"Tudo de bom, lugar agradável custo benefício muito bom.",2,2,1,1,2,2
Tudo de excelente qualidade.,2,1,2,2,2,2
"Tudo é muito gostoso, porções bem servidas, a carne ainda não fui em nenhum lugar, em Manaus, que tivesse igual, bem suculenta, macia, DE PRIMEIRA qualidade.",2,1,2,2,2,2
"Tudo gostoso, muito rápido, estacionamento amplo, ótimo atendimento de todos os funcionários, principalmente do garçom Nayron e do Chef Raimundo, sempre perguntando se estava tudo certo.",2,1,2,2,1,2
"Tudo limpo, feito na hora e bom preço!",1,1,2,1,2,2
"Tudo muito agradável, atendente José Gregório muito atencioso!",2,2,1,2,1,2
Tudo muito caro e a comida não vale o valor cobrado.,2,0,2,0,2,2
"Tudo muito maravilhoso, área kids muito boa, as pizzas demoraram um pouco, mas o Eduardo conseguiu nós trazer nossas preferências, fora isso tudo foi muito bom.",1,2,1,2,1,2
"Tudo organizado, café regional maravilhoso.",2,2,1,2,2,2
"Tudo rápido , comida deliciosa e preço justo.",2,1,2,1,1,2
Tudo uma delícia...ótimo atendimento.,2,1,2,2,1,2
"Ual, amo café com tapioca e castanha, e lá tem uma maravilhosa, para fãs de café ótimo local a ser visitado diversos tipos de bolos com pouco glúten..",2,1,2,2,2,2
"Um ambiente agradável com uma carne de sol deliciosa com guarnições a altura com um atendimento razoável, so que no domingo casa cheia! sinal q a comida e boa o preço é razoável!",1,1,2,1,2,2
Um ambiente legal e super divertido para toda a família e amigos que desejam fazer uma boa comemoração ..,1,2,2,2,2,2
"Um ambiente muito divertido e animado, ideal para trazer família e amigos.",1,2,2,2,2,2
"Um ambiente super agradável, com atendimento excelente e a comida muito saborosa.",1,1,2,2,1,2
Um ambiente top com atendimento de primeira e com pratos de frutos do mar deliciosos acompanhado com um bom vinho.,1,1,2,2,1,2
"Um bar tradicional amazonense, recanto  de pessoas que gostam de uma cervejinha bem gelada e música ao vivo!",1,2,1,2,2,2
"Um bom bar , lembra mts  a era boemia d manaus.",2,2,1,2,2,2
"Um bom local para realizar confraternizações, ambiente climatizado, e de boa comida.",1,1,2,2,2,2
Um bom lugar.,2,2,1,2,2,2
"Um bom lugar para reunir toda a família e amigos para tomar um delicioso café regional, com várias opções de tapiocas, pães.",2,1,1,2,2,2
Um bom lugar pra ouvir um samba e cerveja gelada.,1,2,2,2,2,2
Um bom lugar pra se divertir com os amigos.,2,2,1,2,2,2
Um bom preço e uma boa qualidade no serviço e alimentos.,2,1,2,1,1,2
"Um bom restaurante,sem dúvidas!Atendimento perfeito,além do tradicional Bacalhau,oferece também,outras opções de carnes.Muito bom!",2,1,1,2,1,2
"Um cardápio amplo, com entradas, pratos principais que servem até 03 pessoas.",2,1,2,2,2,2
"Um cardápio regional sensacional, ambiente agradável e atendimento impecável.",1,1,2,2,1,2
Um casarão antigo deu lugar a um restaurante de ambiente acolhedor e cardápio magnífico!!,1,1,2,2,2,2
"Um conjunto de bom ambiente com a simpatia dos garçons e as carnes especiais que são servidas, torna-se um excelente local para confraternizações e almoços executivos.",1,1,2,2,1,2
Um dos ambientes tem um jardim de inverno maravilhoso.,1,2,2,2,2,2
"Um dos bares mais agitados de Manaus, vale a pena passar a noite no karaoke com amigos pra cantar e se divertir.",1,2,2,2,2,2
"Um dos locais regionais com maiores preços da capital, pelo preço eu esperava um sanduíche bem melhor recheado.",2,0,2,0,2,2
"Um dos melhore lugares para fazer uma confraternização, ótimo custo benefício, ambiente agradável e ótimo atendimento.",1,2,1,1,1,2
"Um dos melhores Carrés que já comi, tem um Arroz a Parmegiana divino.. Uma excelente carta de vinhos e o melhor diversão garantida para crianças!!",1,1,2,2,2,2
"Um dos melhores flutuantes de Manaus, e cada vez ficando maior, ótimo pra família, amigos ou em casal.",2,2,1,2,2,2
Um dos melhores hambúrguers que comi em Manaus.,2,1,2,2,2,2
"Um dos melhores locais para almoçar e/ou jantar em Manaus, além do preço justo.",2,2,1,1,2,2
Um dos melhores locais para comer peixe em Manaus.,2,1,2,2,2,2
Um dos melhores lugares de Manaus.,2,2,1,2,2,2
Um dos melhores lugares para saborear um delicioso doce em uma tarde de domingo!,2,1,2,2,2,2
Um dos melhores lugares q fui p passar a noite.,2,2,1,2,2,2
Um dos melhores restaurante em Manaus.,2,2,1,2,2,2
"Um dos melhores restaurantes da cidade de Manaus, ótimo atendimento e o pedido chega rápido.",2,2,1,2,1,2
Um dos melhores restaurantes de Manaus !!,2,2,1,2,2,2
Um dos melhores restaurantes de Manaus!,2,2,1,2,2,2
"Um dos melhores restaurantes de Manaus, se não for o melhor.",2,2,1,2,2,2
"um dos melhores restaurantes de Manaus, um bom atendimento, recepção maravilhosa, comida de boa qualidade, ambiente sofisticado e bem organizado, um ótimo restaurante para a família, fui atendida pelo Pedro jack",1,1,1,2,1,2
"Um dos melhores restaurantes de Manaus,atendimento vip,com uma grande opção de refeição,e uma ótima carta de vinhos,localizado em um bairro nobre de manaus,de fácil acesso, excelente estrutura e ótimo ambiente.",1,1,1,2,1,2
Um dos melhores restaurantes de Manaus.,2,2,1,2,2,2
"Um dos melhores restaurantes para se comemorar as melhores datas importantes em sua vida: aniversários, casamentos, reuniões de amigos entre outros.",2,2,1,2,2,2
Um dos melhores restaurantes que já visitei.,2,2,1,2,2,2
Um dos melhores restaurantes regionais da cidade.,2,2,1,2,2,2
Um dos melhores restaurantes requintados de Manaus !,2,2,1,2,2,2
"Um dos melhores rodízios de pizza e massa que já fui, se não o melhor.",2,1,2,2,2,2
"Um excelente atendimento, clima agradável e o ambiente bastante adorável, fomos recepcionados da melhor maneira pela atendente Marcela, sempre sorrindo, sendo gentil comigo e meus amigos,mostrando as melhores pedidas e melhores bebidas.",1,2,2,2,1,2
"Um excelente lugar para se conhecer peixe , o atendimento excelente muito maravilhoso.",2,1,2,2,1,2
"Um Excelente lugar pra quem gosta de uma boa carne de sol , atendimento nota 10.",2,1,2,2,1,2
"Um excelente lugar, funcionários educados e muito competentes,comida ótima.Um belo lugar para uma refeição com a família e amigos.",2,1,1,2,1,2
"Um excelente lugar, ótimo atendimento!",2,2,1,2,1,2
"Um excelente lugar, sem falar que tem os  melhores sabores de Pizza!!",2,1,1,2,2,2
Um excelente lugar.,2,2,1,2,2,2
Um excelente restaurante de alto nível um ótimo serviço e ótima comida considero cinco estrelas e talvez um dos melhores de Manaus para peixes.,2,1,1,2,1,2
"Um excelente restaurante, estão todos de parabéns.",2,2,1,2,2,2
"Um jantar clássico, autêntica cozinha portuguesa, com maravilhosa sensibilidade ao paladar brasileiro....O cardápio é grande, diversificado e, com certeza, atende a todos os gostos.",2,1,2,2,2,2
"Um lindo ambiente com uma decoração regional belíssima e bom atendimento, porém a comida deixou a desejar, senti a falta de um toque de um chef de responsa.",1,0,2,2,1,2
"Um local bem alternativo, o atendimento é ótimo, a decoração super underground e o melhor a trilha sonora do ambiente.",1,2,2,2,1,2
"Um local bom, atendimento respeitoso (exceto em datas comemorativas, que dai vira um caos) ótima opção de almoço e janta, a comida é boa.",2,1,1,2,1,2
Um local familiar......,2,2,1,2,2,2
Um local maravilhoso.,2,2,1,2,2,2
"Um local maravilhoso, uma excelente refeição, um ótimo tratamento.",2,1,1,2,2,2
Um local super agradável.,2,2,1,2,2,2
"Um local super descontraído, bem confortável  e aconchegante, alimentação saborosa.",2,1,1,2,2,2
"Um lugar aconchegante, requintado de boa comida.",1,1,2,2,2,2
um lugar agradável ambiente limpo atendimento diferenciado cardápio super variado comida saborosa lugar para todos.,1,1,1,2,1,2
Um lugar aprazivel com carta de vinhos.,1,2,2,2,2,2
"Um lugar bem acolhedor, ambiente Familiar, as porções são generosas  de Excelente qualidade.... Camarão Delicioso  bem fresquinho!",1,1,1,2,2,2
"Um lugar bonito, café boa e comida boa.",1,1,2,2,2,2
Um lugar excelente em atendimento e comodidade.,2,2,1,2,1,2
"Um lugar excelente,bom atendimento, comida maravilhosa ?",2,1,1,2,1,2
"Um lugar maravilhoso, muito aconchegante, o atendimento super rápido e eficiente além de ser um ótimo atendimento... A cerveja bem geladinha e as comidas e petiscos são gostosos e bem servidos... E tudo isso por um preço relativamente bom para a localização...",1,1,1,1,1,2
"Um lugar maravilhoso, restaurante  com ótimo atendimento  e com ótimo cardápio  e pode-se desfrutar da natureza.",1,1,1,2,1,2
"Um lugar maravilhoso, tranquilo, adorei o atendimento.",2,2,1,2,1,2
Um lugar muito bom para almoço principalmente aos sábados... tem uma feijoada daquelas... cerveja muito gelada.,2,1,1,2,2,2
"Um lugar muito bom, com um ótimo atendimento.",2,2,1,2,1,2
"Um lugar ótimo para tomar uma cerveja bem gelada, ótimo atendimento, petiscos e tira gostos muito bons, além dos pratos da cozinha portuguesa.",2,1,2,2,1,2
Um lugar para apreciar um delicioso sanduíche amazônico...,2,1,2,2,2,2
Um lugar perfeito se pra se reunir em grupo.,2,2,1,2,2,2
"Um lugar sensacional, com um monte de variedades de comidas pra você provar, o preço é significativo e muito em conta se formos analisar a sabor dos pratos, o atendimento, o lugar aconchegante, as variedades de coisas que da pra de fazer entre outras coisas, sensacional.",1,1,1,0,1,2
"Um lugar sofisticado, aconchegante e muito divertido.",1,2,1,2,2,2
"Um lugar super aconchegante, com excelentes atendentes e comidas!",1,1,2,2,1,2
Um lugar tradicional da culinária amazonense...farofa de banana top!!,2,1,2,2,2,2
Um ótimo ambiente vale apena.,1,2,1,2,2,2
"Um ótimo atendimento, indico muito.",2,2,2,2,1,2
Um ótimo espaço ambiente climatizado ótimo para ir em família e  uma perfeita recepção.,1,2,2,2,1,2
Um ótimo local para ir com os amigos ou familiares.,2,2,1,2,2,2
"Um ótimo local para se comer comidas de frutos do mar e nordestina, lugar aconchegante e luxuoso, ótimo atendimento.",1,1,2,2,1,2
"Um ótimo local, as comidas veem quentinhas, muito saborosas... atendimento maravilhoso.",1,1,2,2,1,2
Um ótimo lugar para curtir uma cerveja geladinha e a boa música brasileira.,1,2,2,2,2,2
Um ótimo lugar para estar com os amigos cerveja sempre gelada.,2,2,1,2,2,2
Um ótimo lugar para fazer uma festa.,2,2,1,2,2,2
"Um ótimo lugar para quem gosta de apreciar variados tipos de cachaça, um chopp sujo (cerveja com suco do limão e sal), aperitivos ótimos e diversos.",2,1,2,2,2,2
"Um ótimo lugar para reunir os amigos e a família, para degustar de uma excelente culinária regional...ótimo atendimento e uma comida de excelência!",2,1,1,2,1,2
Um ótimo lugar para se ir após um dia de trabalho.,2,2,1,2,2,2
"Um ótimo lugar para toda família, reuniões com amigos e excelente para um encontro a dois.",2,2,1,2,2,2
"Um ótimo lugar para um happy hour entre amigos, muitas cervejas e drinks gostosos e comidinhas deliciosas, o que não podem deixar de comer é a carne de sol do Dedé,  um dos meus pedidos favoritos por lá, vem acompanhada com queijo e bolinho de.",2,1,1,2,2,2
"Um ótimo lugar, preço justo.",2,2,1,1,2,2
Um ótimo restaurante em Manaus tradicional.,2,2,1,2,2,2
Um ótimo restaurante para levar a família.,2,2,1,2,2,2
"Um ótimo restaurante, ar condicionado, atendimento top.",1,2,1,2,1,2
"Um ótimo restaurante, não perde o padrão do coco bambu de Fortaleza.",2,2,1,2,2,2
"Um pedacinho de Minas Gerais no coração do Parque Dez, ambiente aconchegante com deliciosos e variados pratos e um atendimento de excelência.",1,1,2,2,1,2
"Um pouco mais de atenção aos itens de maior rotatividade solucionaria, o atendimento dos garçons é bem satisfatório.",2,2,2,2,1,2
"Um renomado restaurante, muito prestigiado pela alta gastronomia, um ambiente muito bonito, e atendimento eficiente, porém não tive um almoço bom, pedi um ravióli e foi uma péssima escolha, o molho estava ácido, e não veio bem servido, apesar de ser muito elogiado não tive.",1,0,1,2,1,2
Um restaurante bem conceituado na cidade com ambiente elegante e acolhedor.,1,2,2,2,2,2
"Um restaurante bonito, super confortável e comida boa.",1,1,2,2,2,2
"Um restaurante excelente, com uma saborosa culinária.",2,1,1,2,2,2
"Um restaurante excelente, comida muito boa e atendimento de primeira... a gentileza e delicadeza do Garçom Senna ao saber que era meu aniversário trouxe uma cortesia para cantar parabéns... muito obrigada?",2,1,1,2,1,2
"Um restaurante flutuante com uma comida regional diferenciada, muito boa.",2,1,2,2,2,2
Um restaurante self-service com imensa variedade de opções (deliciosas!).,2,1,2,2,2,2
"Um restaurante super agradável, pessoal muito atencioso, comida típica portuguesa de ótima qualidade.",2,1,1,2,1,2
Um salgado mais gostoso que outro e atendimento excelente ?,2,1,2,2,1,2
Uma  noite muito agradável onde degustamos da culinária japonesa com o que há de melhor.,2,1,2,2,2,2
Uma bela forma de prestigiar e valorizar a cultura brasileira!,2,2,1,2,2,2
Uma boa opção.,2,2,1,2,2,2
Uma boa opção para as refeições diárias.,2,2,1,2,2,2
Uma boa opcão para experimentar a comida regional!,2,1,2,2,2,2
Uma boa opção pra quem quer ficar literalmente de bubuia naquele calor maravilhoso de Manaus e a comida muito boa também,2,1,1,2,2,2
Uma boa opção.,2,2,1,2,2,2
"Uma boa pedida é o cordeiro, muito bom!",2,1,2,2,2,2
Uma boa pedida para quem quer experimentar um pouco mais da comida oriental é passar em uma das franquias da China in box em manaus no bairro da cachoeirinha.,2,1,2,2,2,2
"Uma boa variedade no cardápio, bebidas principalmente... Lugar super agradável para tomar uma boa cerveja com os amigos.",2,1,1,2,2,2
Uma churrascaria de qualidade e sempre com as melhores carnes e variedades de buffet.,2,1,1,2,2,2
Uma culinária diferenciada e de bom sabor.,2,1,2,2,2,2
"Uma culinária exótica com especiarias típicas da região, um local pequeno, com fila de espera (pelo menos quando fui tinha) porém aconchegante.",1,1,2,2,2,2
"Uma das Churrascaria mais tradicional de Manaus, a búfalo oferece um ambiente requintado e super agradável, com uma culinária sem igual, pratos ótimos e cardápio super variados vale pena conferir.",1,1,1,2,2,2
"Uma das melhores carnes de picanha de Manaus , já comi em vários restaurantes mas nada supera uma picanha deliciosa e suculenta do Adolpho !",2,1,2,2,2,2
Uma das melhores churrascaria de Manaus... os preços são altos  mas pela estrutura e atendimento já vale.,1,2,1,0,1,2
Uma das melhores festas de Manaus.,2,2,1,2,2,2
Uma das melhores hamburguerias de Manaus.,2,2,1,2,2,2
Uma das melhores pizzaria de Manaus.,2,2,1,2,2,2
"Uma das melhores pizzarias da cidade, aconchegante, espaçoso, higienizado, bem iluminado, funcionários educados e prestativos, com excelente espaço para as crianças.",1,2,1,2,1,2
"Uma das melhores pizzarias da cidade, sem mimimi, parquinho para crianças, bom atendimento e a pizza é uma delícia.",1,1,1,2,1,2
"Uma das melhores pizzarias de Manaus, excelente massa e recheio bem italiano.",2,1,1,2,2,2
Uma das melhores pizzas de Manaus há alguns anos.,2,1,2,2,2,2
Uma das melhores pizzas que já experimentei!,2,1,2,2,2,2
"Uma das piores pizzas que já comi, participei do rodízio em família no dia das crianças, a massa da pizza crua com as bordas pretas queimadas, as pizzas so tem nome diferente mais todas com mesmo gosto de nada, outras bem salgadas, os ingredientes parecem.",2,0,2,2,2,2
"Uma delicia, muito farto o bacalhau a Gomes de Sa com preco bom, porem um prato individual comem 3",2,1,2,1,2,2
"Uma delícia, recomendo essa opção de prato, mas ela é mais para os amantes de queijo.",2,1,2,2,2,2
"Uma delícia, sabe aquele lugar da sua infância, que te faz imaginar e brincar com os pensamentos, tem uns peixes empalhados muito daora hahaha, pra quem é de fora igual eu foi muito legal conhecer, atendimento nota 10, petiscos regionais  deliciosos hummm... prato principal bem servido, pois quase não conseguíamos dar conta de tudo, tudo bem fresco, feito na hora, bom para crianças, adultos e idosos, pra todos!",1,1,1,2,1,2
"Uma excelente escolha para uma noite em companhia de muita gente bonita, ótimo atendimento e uma variações de musicas.",1,2,1,2,1,2
"Uma excelente opção na Zona Oeste da cidade, traz toda a tradição da culinária litorânea com toques regionais especialmente do nordeste brasileiro.",2,1,1,2,2,2
Uma excelente opção para se reunir com familiares ou amigos.,2,2,1,2,2,2
"Uma excelente opção pra quem busca requinte e qualidade, e um ótimo atendimento!!",2,2,1,2,1,2
Uma excelente pedida.,2,2,1,2,2,2
Uma experiência inesquecível.,2,2,1,2,2,2
Uma experiência maravilhosa pra quem deseja conhecer um pouco da cozinha mexicana.,2,1,2,2,2,2
"Uma experiência maravilhosa, fomos atendidos pelo garçom Adriano, super recomendo, comida ótima, atendimento excelente, ambiente maravilhoso, nota 1000.",1,1,1,2,1,2
Uma grande variedades de cervejas importadas e ótimos pratos.,2,1,2,2,2,2
"uma local que reuni uma ótima comida com excelente bebida, além do ambiente ser muito tranquilo e limpo.",1,1,2,2,2,2
"Uma melhoria no piso aqui, uma elevação ali e não iria custar muito, e traria grandes benefício.",0,2,2,2,2,2
"Uma noite abençoada , atendimento excelente pelo Alberto Blanca bem carismático e atencioso,comida muitooooo saborosa ambiente família  top com o Som ao vivo melhor ainda parabéns logo logo voltarei ?",1,1,1,2,1,2
Uma ótima experiência gastronômica.,2,1,2,2,2,2
Uma ótima opção de rodízio de carne!,2,1,2,2,2,2
"Uma otima opção local, pra quem gosta de massa.",2,1,1,2,2,2
Uma ótima opção para conhecer a gastronomia local.,2,1,2,2,2,2
Uma ótima opção para conhecer um pouco de Manaus...Restaurante Flutuante no Rio Negro com estrutura de lazer e ambiente agradável.,1,2,1,2,2,2
"Uma ótima opção para quem não quer um rodízio, mas com uma boa variedade de carnes e acompanhamentos.",2,1,1,2,2,2
Uma ótima opção pra ir depois do culto no fim de semana ou durante a semana com os amigos ?,2,2,1,2,2,2
Uma ótima opção pra quem quer comer por um preço justo.,2,1,2,1,2,2
Uma ótima opção pra sair da rotina com os amigos.,2,2,1,2,2,2
Uma ótima opção!,2,2,1,2,2,2
Uma ótima surpresa.,2,2,1,2,2,2
Uma ótima variedade de pizzas e um rodízio incrível.,2,1,2,2,2,2
"Uma proposta muito boa de cafés especiais, um atendimento de excelência e um local muito aconchegante!",1,2,2,2,1,2
